playername	month	year	revs
Rip%20Repulski	1	2011	0
Rip%20Repulski	2	2006	4
Rip%20Repulski	2	2007	0
Rip%20Repulski	2	2008	0
Rip%20Repulski	2	2009	0
Rip%20Repulski	2	2010	2
Rip%20Repulski	2	2011	0
Rip%20Repulski	3	2006	0
Rip%20Repulski	3	2007	2
Rip%20Repulski	3	2008	0
Rip%20Repulski	3	2009	0
Rip%20Repulski	3	2010	0
Rip%20Repulski	3	2011	1
Rip%20Repulski	4	2006	0
Rip%20Repulski	4	2007	21
Rip%20Repulski	4	2008	1
Rip%20Repulski	4	2009	0
Rip%20Repulski	4	2010	1
Rip%20Repulski	4	2011	1
Rip%20Repulski	5	2006	1
Rip%20Repulski	5	2007	19
Rip%20Repulski	5	2008	0
Rip%20Repulski	5	2009	1
Rip%20Repulski	5	2010	0
Rip%20Repulski	5	2011	0
Rip%20Repulski	6	2006	0
Rip%20Repulski	6	2007	0
Rip%20Repulski	6	2008	2
Rip%20Repulski	6	2009	0
Rip%20Repulski	6	2010	1
Rip%20Repulski	6	2011	1
Rip%20Repulski	7	2006	1
Rip%20Repulski	7	2007	2
Rip%20Repulski	7	2008	1
Rip%20Repulski	7	2009	0
Rip%20Repulski	7	2010	0
Rip%20Repulski	7	2011	1
Rip%20Repulski	8	2006	0
Rip%20Repulski	8	2007	0
Rip%20Repulski	8	2008	2
Rip%20Repulski	8	2009	0
Rip%20Repulski	8	2010	0
Rip%20Repulski	8	2011	0
Rip%20Repulski	9	2006	0
Rip%20Repulski	9	2007	4
Rip%20Repulski	9	2008	1
Rip%20Repulski	9	2009	0
Rip%20Repulski	9	2010	0
Rip%20Repulski	9	2011	0
Rip%20Repulski	10	2006	0
Rip%20Repulski	10	2007	1
Rip%20Repulski	10	2008	0
Rip%20Repulski	10	2009	0
Rip%20Repulski	10	2010	3
Rip%20Repulski	10	2011	0
Rip%20Repulski	11	2006	0
Rip%20Repulski	11	2007	1
Rip%20Repulski	11	2008	2
Rip%20Repulski	11	2009	3
Rip%20Repulski	11	2010	2
Rip%20Repulski	11	2011	0
Rip%20Repulski	12	2006	1
Rip%20Repulski	12	2007	1
Rip%20Repulski	12	2008	0
Rip%20Repulski	12	2009	2
Rip%20Repulski	12	2010	0
Rip%20Repulski	12	2011	0
Rick%20Reuschel	1	2006	0
Rick%20Reuschel	1	2007	2
Rick%20Reuschel	1	2008	1
Rick%20Reuschel	1	2009	0
Rick%20Reuschel	1	2010	0
Rick%20Reuschel	1	2011	0
Rick%20Reuschel	2	2006	1
Rick%20Reuschel	2	2007	0
Rick%20Reuschel	2	2008	0
Rick%20Reuschel	2	2009	0
Rick%20Reuschel	2	2010	0
Rick%20Reuschel	2	2011	1
Rick%20Reuschel	3	2006	1
Rick%20Reuschel	3	2007	0
Rick%20Reuschel	3	2008	2
Rick%20Reuschel	3	2009	4
Rick%20Reuschel	3	2010	0
Rick%20Reuschel	3	2011	1
Rick%20Reuschel	4	2006	0
Rick%20Reuschel	4	2007	0
Rick%20Reuschel	4	2008	3
Rick%20Reuschel	4	2009	1
Rick%20Reuschel	4	2010	0
Rick%20Reuschel	4	2011	2
Rick%20Reuschel	5	2006	2
Rick%20Reuschel	5	2007	0
Rick%20Reuschel	5	2008	4
Rick%20Reuschel	5	2009	0
Rick%20Reuschel	5	2010	4
Rick%20Reuschel	5	2011	0
Rick%20Reuschel	6	2006	0
Rick%20Reuschel	6	2007	4
Rick%20Reuschel	6	2008	2
Rick%20Reuschel	6	2009	1
Rick%20Reuschel	6	2010	2
Rick%20Reuschel	6	2011	2
Rick%20Reuschel	7	2006	0
Rick%20Reuschel	7	2007	5
Rick%20Reuschel	7	2008	8
Rick%20Reuschel	7	2009	0
Rick%20Reuschel	7	2010	0
Rick%20Reuschel	7	2011	0
Rick%20Reuschel	8	2006	1
Rick%20Reuschel	8	2007	2
Rick%20Reuschel	8	2008	5
Rick%20Reuschel	8	2009	0
Rick%20Reuschel	8	2010	2
Rick%20Reuschel	8	2011	0
Rick%20Reuschel	9	2006	1
Rick%20Reuschel	9	2007	2
Rick%20Reuschel	9	2008	1
Rick%20Reuschel	9	2009	2
Rick%20Reuschel	9	2010	0
Rick%20Reuschel	9	2011	0
Rick%20Reuschel	10	2006	1
Rick%20Reuschel	10	2007	0
Rick%20Reuschel	10	2008	0
Rick%20Reuschel	10	2009	0
Rick%20Reuschel	10	2010	2
Rick%20Reuschel	10	2011	0
Rick%20Reuschel	11	2006	0
Rick%20Reuschel	11	2007	0
Rick%20Reuschel	11	2008	0
Rick%20Reuschel	11	2009	20
Rick%20Reuschel	11	2010	1
Rick%20Reuschel	11	2011	0
Rick%20Reuschel	12	2006	4
Rick%20Reuschel	12	2007	0
Rick%20Reuschel	12	2008	2
Rick%20Reuschel	12	2009	1
Rick%20Reuschel	12	2010	1
Rick%20Reuschel	12	2011	0
Jerry%20Reuss	1	2006	0
Jerry%20Reuss	1	2007	0
Jerry%20Reuss	1	2008	1
Jerry%20Reuss	1	2009	0
Jerry%20Reuss	1	2010	0
Jerry%20Reuss	1	2011	0
Jerry%20Reuss	2	2006	0
Jerry%20Reuss	2	2007	3
Jerry%20Reuss	2	2008	0
Jerry%20Reuss	2	2009	4
Jerry%20Reuss	2	2010	0
Jerry%20Reuss	2	2011	1
Jerry%20Reuss	3	2006	14
Jerry%20Reuss	3	2007	3
Jerry%20Reuss	3	2008	3
Jerry%20Reuss	3	2009	2
Jerry%20Reuss	3	2010	0
Jerry%20Reuss	3	2011	0
Jerry%20Reuss	4	2006	2
Jerry%20Reuss	4	2007	0
Jerry%20Reuss	4	2008	2
Jerry%20Reuss	4	2009	3
Jerry%20Reuss	4	2010	0
Jerry%20Reuss	4	2011	2
Jerry%20Reuss	5	2006	1
Jerry%20Reuss	5	2007	3
Jerry%20Reuss	5	2008	2
Jerry%20Reuss	5	2009	0
Jerry%20Reuss	5	2010	1
Jerry%20Reuss	5	2011	1
Jerry%20Reuss	6	2006	1
Jerry%20Reuss	6	2007	2
Jerry%20Reuss	6	2008	1
Jerry%20Reuss	6	2009	3
Jerry%20Reuss	6	2010	3
Jerry%20Reuss	6	2011	3
Jerry%20Reuss	7	2006	5
Jerry%20Reuss	7	2007	7
Jerry%20Reuss	7	2008	1
Jerry%20Reuss	7	2009	0
Jerry%20Reuss	7	2010	0
Jerry%20Reuss	7	2011	0
Jerry%20Reuss	8	2006	0
Jerry%20Reuss	8	2007	5
Jerry%20Reuss	8	2008	4
Jerry%20Reuss	8	2009	1
Jerry%20Reuss	8	2010	0
Jerry%20Reuss	8	2011	1
Jerry%20Reuss	9	2006	0
Jerry%20Reuss	9	2007	2
Jerry%20Reuss	9	2008	2
Jerry%20Reuss	9	2009	2
Jerry%20Reuss	9	2010	0
Jerry%20Reuss	9	2011	0
Jerry%20Reuss	10	2006	1
Jerry%20Reuss	10	2007	0
Jerry%20Reuss	10	2008	0
Jerry%20Reuss	10	2009	0
Jerry%20Reuss	10	2010	2
Jerry%20Reuss	10	2011	1
Jerry%20Reuss	11	2006	0
Jerry%20Reuss	11	2007	5
Jerry%20Reuss	11	2008	1
Jerry%20Reuss	11	2009	0
Jerry%20Reuss	11	2010	0
Jerry%20Reuss	11	2011	2
Jerry%20Reuss	12	2006	3
Jerry%20Reuss	12	2007	2
Jerry%20Reuss	12	2008	0
Jerry%20Reuss	12	2009	2
Jerry%20Reuss	12	2010	1
Jerry%20Reuss	12	2011	0
Allie%20Reynolds	1	2006	0
Allie%20Reynolds	1	2007	1
Allie%20Reynolds	1	2008	1
Allie%20Reynolds	1	2009	6
Allie%20Reynolds	1	2010	0
Allie%20Reynolds	1	2011	1
Allie%20Reynolds	2	2006	2
Allie%20Reynolds	2	2007	1
Allie%20Reynolds	2	2008	2
Allie%20Reynolds	2	2009	0
Allie%20Reynolds	2	2010	0
Allie%20Reynolds	2	2011	0
Allie%20Reynolds	3	2006	1
Allie%20Reynolds	3	2007	9
Allie%20Reynolds	3	2008	1
Allie%20Reynolds	3	2009	2
Allie%20Reynolds	3	2010	1
Allie%20Reynolds	3	2011	0
Allie%20Reynolds	4	2006	0
Allie%20Reynolds	4	2007	0
Allie%20Reynolds	4	2008	2
Allie%20Reynolds	4	2009	0
Allie%20Reynolds	4	2010	0
Allie%20Reynolds	4	2011	3
Allie%20Reynolds	5	2006	0
Allie%20Reynolds	5	2007	6
Allie%20Reynolds	5	2008	1
Allie%20Reynolds	5	2009	0
Allie%20Reynolds	5	2010	1
Allie%20Reynolds	5	2011	0
Allie%20Reynolds	6	2006	1
Allie%20Reynolds	6	2007	2
Allie%20Reynolds	6	2008	1
Allie%20Reynolds	6	2009	4
Allie%20Reynolds	6	2010	2
Allie%20Reynolds	6	2011	2
Allie%20Reynolds	7	2006	4
Allie%20Reynolds	7	2007	3
Allie%20Reynolds	7	2008	3
Allie%20Reynolds	7	2009	0
Allie%20Reynolds	7	2010	0
Allie%20Reynolds	7	2011	1
Allie%20Reynolds	8	2006	0
Allie%20Reynolds	8	2007	2
Allie%20Reynolds	8	2008	4
Allie%20Reynolds	8	2009	0
Allie%20Reynolds	8	2010	1
Allie%20Reynolds	8	2011	0
Allie%20Reynolds	9	2006	0
Allie%20Reynolds	9	2007	6
Allie%20Reynolds	9	2008	7
Allie%20Reynolds	9	2009	1
Allie%20Reynolds	9	2010	2
Allie%20Reynolds	9	2011	0
Allie%20Reynolds	10	2006	1
Allie%20Reynolds	10	2007	1
Allie%20Reynolds	10	2008	0
Allie%20Reynolds	10	2009	2
Allie%20Reynolds	10	2010	2
Allie%20Reynolds	10	2011	3
Allie%20Reynolds	11	2006	1
Allie%20Reynolds	11	2007	1
Allie%20Reynolds	11	2008	1
Allie%20Reynolds	11	2009	0
Allie%20Reynolds	11	2010	2
Allie%20Reynolds	11	2011	1
Allie%20Reynolds	12	2006	9
Allie%20Reynolds	12	2007	1
Allie%20Reynolds	12	2008	1
Allie%20Reynolds	12	2009	4
Allie%20Reynolds	12	2010	1
Allie%20Reynolds	12	2011	106
Craig%20Reynolds	1	2006	0
Craig%20Reynolds	1	2007	0
Craig%20Reynolds	1	2008	1
Craig%20Reynolds	1	2009	0
Craig%20Reynolds	1	2010	0
Craig%20Reynolds	1	2011	0
Craig%20Reynolds	2	2006	0
Craig%20Reynolds	2	2007	0
Craig%20Reynolds	2	2008	0
Craig%20Reynolds	2	2009	0
Craig%20Reynolds	2	2010	0
Craig%20Reynolds	2	2011	0
Craig%20Reynolds	3	2006	2
Craig%20Reynolds	3	2007	0
Craig%20Reynolds	3	2008	0
Craig%20Reynolds	3	2009	0
Craig%20Reynolds	3	2010	0
Craig%20Reynolds	3	2011	0
Craig%20Reynolds	4	2006	0
Craig%20Reynolds	4	2007	0
Craig%20Reynolds	4	2008	0
Craig%20Reynolds	4	2009	0
Craig%20Reynolds	4	2010	0
Craig%20Reynolds	4	2011	0
Craig%20Reynolds	5	2006	0
Craig%20Reynolds	5	2007	0
Craig%20Reynolds	5	2008	0
Craig%20Reynolds	5	2009	0
Craig%20Reynolds	5	2010	0
Craig%20Reynolds	5	2011	0
Craig%20Reynolds	6	2006	0
Craig%20Reynolds	6	2007	0
Craig%20Reynolds	6	2008	0
Craig%20Reynolds	6	2009	0
Craig%20Reynolds	6	2010	0
Craig%20Reynolds	6	2011	0
Craig%20Reynolds	7	2006	0
Craig%20Reynolds	7	2007	0
Craig%20Reynolds	7	2008	1
Craig%20Reynolds	7	2009	1
Craig%20Reynolds	7	2010	0
Craig%20Reynolds	7	2011	0
Craig%20Reynolds	8	2006	0
Craig%20Reynolds	8	2007	0
Craig%20Reynolds	8	2008	0
Craig%20Reynolds	8	2009	0
Craig%20Reynolds	8	2010	0
Craig%20Reynolds	8	2011	0
Craig%20Reynolds	9	2006	0
Craig%20Reynolds	9	2007	8
Craig%20Reynolds	9	2008	0
Craig%20Reynolds	9	2009	0
Craig%20Reynolds	9	2010	0
Craig%20Reynolds	9	2011	0
Craig%20Reynolds	10	2006	0
Craig%20Reynolds	10	2007	0
Craig%20Reynolds	10	2008	0
Craig%20Reynolds	10	2009	0
Craig%20Reynolds	10	2010	0
Craig%20Reynolds	10	2011	0
Craig%20Reynolds	11	2006	0
Craig%20Reynolds	11	2007	0
Craig%20Reynolds	11	2008	4
Craig%20Reynolds	11	2009	0
Craig%20Reynolds	11	2010	0
Craig%20Reynolds	11	2011	0
Craig%20Reynolds	12	2006	0
Craig%20Reynolds	12	2007	0
Craig%20Reynolds	12	2008	0
Craig%20Reynolds	12	2009	0
Craig%20Reynolds	12	2010	0
Craig%20Reynolds	12	2011	0
Harold%20Reynolds	1	2006	1
Harold%20Reynolds	1	2007	1
Harold%20Reynolds	1	2008	3
Harold%20Reynolds	1	2009	4
Harold%20Reynolds	1	2010	1
Harold%20Reynolds	1	2011	0
Harold%20Reynolds	2	2006	1
Harold%20Reynolds	2	2007	3
Harold%20Reynolds	2	2008	10
Harold%20Reynolds	2	2009	1
Harold%20Reynolds	2	2010	1
Harold%20Reynolds	2	2011	0
Harold%20Reynolds	3	2006	1
Harold%20Reynolds	3	2007	4
Harold%20Reynolds	3	2008	13
Harold%20Reynolds	3	2009	6
Harold%20Reynolds	3	2010	0
Harold%20Reynolds	3	2011	0
Harold%20Reynolds	4	2006	1
Harold%20Reynolds	4	2007	6
Harold%20Reynolds	4	2008	11
Harold%20Reynolds	4	2009	3
Harold%20Reynolds	4	2010	0
Harold%20Reynolds	4	2011	1
Harold%20Reynolds	5	2006	1
Harold%20Reynolds	5	2007	15
Harold%20Reynolds	5	2008	7
Harold%20Reynolds	5	2009	6
Harold%20Reynolds	5	2010	1
Harold%20Reynolds	5	2011	1
Harold%20Reynolds	6	2006	1
Harold%20Reynolds	6	2007	22
Harold%20Reynolds	6	2008	1
Harold%20Reynolds	6	2009	2
Harold%20Reynolds	6	2010	2
Harold%20Reynolds	6	2011	1
Harold%20Reynolds	7	2006	122
Harold%20Reynolds	7	2007	6
Harold%20Reynolds	7	2008	13
Harold%20Reynolds	7	2009	3
Harold%20Reynolds	7	2010	0
Harold%20Reynolds	7	2011	0
Harold%20Reynolds	8	2006	17
Harold%20Reynolds	8	2007	8
Harold%20Reynolds	8	2008	6
Harold%20Reynolds	8	2009	0
Harold%20Reynolds	8	2010	2
Harold%20Reynolds	8	2011	0
Harold%20Reynolds	9	2006	10
Harold%20Reynolds	9	2007	7
Harold%20Reynolds	9	2008	0
Harold%20Reynolds	9	2009	7
Harold%20Reynolds	9	2010	1
Harold%20Reynolds	9	2011	1
Harold%20Reynolds	10	2006	5
Harold%20Reynolds	10	2007	28
Harold%20Reynolds	10	2008	2
Harold%20Reynolds	10	2009	2
Harold%20Reynolds	10	2010	6
Harold%20Reynolds	10	2011	4
Harold%20Reynolds	11	2006	10
Harold%20Reynolds	11	2007	1
Harold%20Reynolds	11	2008	4
Harold%20Reynolds	11	2009	3
Harold%20Reynolds	11	2010	2
Harold%20Reynolds	11	2011	0
Harold%20Reynolds	12	2006	4
Harold%20Reynolds	12	2007	2
Harold%20Reynolds	12	2008	4
Harold%20Reynolds	12	2009	1
Harold%20Reynolds	12	2010	1
Harold%20Reynolds	12	2011	0
Rick%20Rhoden	1	2006	0
Rick%20Rhoden	1	2007	0
Rick%20Rhoden	1	2008	0
Rick%20Rhoden	1	2009	2
Rick%20Rhoden	1	2010	0
Rick%20Rhoden	1	2011	0
Rick%20Rhoden	2	2006	1
Rick%20Rhoden	2	2007	0
Rick%20Rhoden	2	2008	3
Rick%20Rhoden	2	2009	0
Rick%20Rhoden	2	2010	0
Rick%20Rhoden	2	2011	0
Rick%20Rhoden	3	2006	19
Rick%20Rhoden	3	2007	2
Rick%20Rhoden	3	2008	1
Rick%20Rhoden	3	2009	0
Rick%20Rhoden	3	2010	3
Rick%20Rhoden	3	2011	1
Rick%20Rhoden	4	2006	0
Rick%20Rhoden	4	2007	0
Rick%20Rhoden	4	2008	0
Rick%20Rhoden	4	2009	3
Rick%20Rhoden	4	2010	0
Rick%20Rhoden	4	2011	2
Rick%20Rhoden	5	2006	3
Rick%20Rhoden	5	2007	4
Rick%20Rhoden	5	2008	0
Rick%20Rhoden	5	2009	0
Rick%20Rhoden	5	2010	1
Rick%20Rhoden	5	2011	0
Rick%20Rhoden	6	2006	6
Rick%20Rhoden	6	2007	3
Rick%20Rhoden	6	2008	0
Rick%20Rhoden	6	2009	1
Rick%20Rhoden	6	2010	1
Rick%20Rhoden	6	2011	5
Rick%20Rhoden	7	2006	2
Rick%20Rhoden	7	2007	0
Rick%20Rhoden	7	2008	4
Rick%20Rhoden	7	2009	1
Rick%20Rhoden	7	2010	0
Rick%20Rhoden	7	2011	2
Rick%20Rhoden	8	2006	4
Rick%20Rhoden	8	2007	2
Rick%20Rhoden	8	2008	2
Rick%20Rhoden	8	2009	0
Rick%20Rhoden	8	2010	0
Rick%20Rhoden	8	2011	0
Rick%20Rhoden	9	2006	0
Rick%20Rhoden	9	2007	2
Rick%20Rhoden	9	2008	4
Rick%20Rhoden	9	2009	1
Rick%20Rhoden	9	2010	0
Rick%20Rhoden	9	2011	0
Rick%20Rhoden	10	2006	0
Rick%20Rhoden	10	2007	0
Rick%20Rhoden	10	2008	0
Rick%20Rhoden	10	2009	0
Rick%20Rhoden	10	2010	1
Rick%20Rhoden	10	2011	1
Rick%20Rhoden	11	2006	1
Rick%20Rhoden	11	2007	0
Rick%20Rhoden	11	2008	1
Rick%20Rhoden	11	2009	0
Rick%20Rhoden	11	2010	0
Rick%20Rhoden	11	2011	0
Rick%20Rhoden	12	2006	2
Rick%20Rhoden	12	2007	0
Rick%20Rhoden	12	2008	0
Rick%20Rhoden	12	2009	1
Rick%20Rhoden	12	2010	0
Rick%20Rhoden	12	2011	0
Del%20Rice	1	2006	0
Del%20Rice	1	2007	0
Del%20Rice	1	2008	1
Del%20Rice	1	2009	0
Del%20Rice	1	2010	0
Del%20Rice	1	2011	1
Del%20Rice	2	2006	1
Del%20Rice	2	2007	0
Del%20Rice	2	2008	0
Del%20Rice	2	2009	0
Del%20Rice	2	2010	10
Del%20Rice	2	2011	0
Del%20Rice	3	2006	2
Del%20Rice	3	2007	4
Del%20Rice	3	2008	0
Del%20Rice	3	2009	0
Del%20Rice	3	2010	3
Del%20Rice	3	2011	0
Del%20Rice	4	2006	1
Del%20Rice	4	2007	0
Del%20Rice	4	2008	0
Del%20Rice	4	2009	0
Del%20Rice	4	2010	0
Del%20Rice	4	2011	0
Del%20Rice	5	2006	0
Del%20Rice	5	2007	0
Del%20Rice	5	2008	1
Del%20Rice	5	2009	0
Del%20Rice	5	2010	0
Del%20Rice	5	2011	0
Del%20Rice	6	2006	1
Del%20Rice	6	2007	1
Del%20Rice	6	2008	4
Del%20Rice	6	2009	0
Del%20Rice	6	2010	5
Del%20Rice	6	2011	3
Del%20Rice	7	2006	1
Del%20Rice	7	2007	0
Del%20Rice	7	2008	0
Del%20Rice	7	2009	0
Del%20Rice	7	2010	2
Del%20Rice	7	2011	0
Del%20Rice	8	2006	1
Del%20Rice	8	2007	1
Del%20Rice	8	2008	2
Del%20Rice	8	2009	0
Del%20Rice	8	2010	1
Del%20Rice	8	2011	0
Del%20Rice	9	2006	0
Del%20Rice	9	2007	3
Del%20Rice	9	2008	0
Del%20Rice	9	2009	0
Del%20Rice	9	2010	1
Del%20Rice	9	2011	0
Del%20Rice	10	2006	0
Del%20Rice	10	2007	1
Del%20Rice	10	2008	1
Del%20Rice	10	2009	3
Del%20Rice	10	2010	2
Del%20Rice	10	2011	24
Del%20Rice	11	2006	0
Del%20Rice	11	2007	0
Del%20Rice	11	2008	0
Del%20Rice	11	2009	0
Del%20Rice	11	2010	0
Del%20Rice	11	2011	2
Del%20Rice	12	2006	1
Del%20Rice	12	2007	1
Del%20Rice	12	2008	1
Del%20Rice	12	2009	1
Del%20Rice	12	2010	1
Del%20Rice	12	2011	0
Jim%20Rice	1	2006	18
Jim%20Rice	1	2007	20
Jim%20Rice	1	2008	21
Jim%20Rice	1	2009	72
Jim%20Rice	1	2010	22
Jim%20Rice	1	2011	3
Jim%20Rice	2	2006	12
Jim%20Rice	2	2007	5
Jim%20Rice	2	2008	2
Jim%20Rice	2	2009	6
Jim%20Rice	2	2010	2
Jim%20Rice	2	2011	0
Jim%20Rice	3	2006	10
Jim%20Rice	3	2007	13
Jim%20Rice	3	2008	12
Jim%20Rice	3	2009	6
Jim%20Rice	3	2010	0
Jim%20Rice	3	2011	4
Jim%20Rice	4	2006	5
Jim%20Rice	4	2007	3
Jim%20Rice	4	2008	3
Jim%20Rice	4	2009	4
Jim%20Rice	4	2010	2
Jim%20Rice	4	2011	3
Jim%20Rice	5	2006	2
Jim%20Rice	5	2007	6
Jim%20Rice	5	2008	1
Jim%20Rice	5	2009	4
Jim%20Rice	5	2010	5
Jim%20Rice	5	2011	0
Jim%20Rice	6	2006	4
Jim%20Rice	6	2007	9
Jim%20Rice	6	2008	3
Jim%20Rice	6	2009	9
Jim%20Rice	6	2010	4
Jim%20Rice	6	2011	3
Jim%20Rice	7	2006	6
Jim%20Rice	7	2007	17
Jim%20Rice	7	2008	3
Jim%20Rice	7	2009	22
Jim%20Rice	7	2010	3
Jim%20Rice	7	2011	1
Jim%20Rice	8	2006	18
Jim%20Rice	8	2007	3
Jim%20Rice	8	2008	8
Jim%20Rice	8	2009	17
Jim%20Rice	8	2010	2
Jim%20Rice	8	2011	4
Jim%20Rice	9	2006	8
Jim%20Rice	9	2007	8
Jim%20Rice	9	2008	3
Jim%20Rice	9	2009	4
Jim%20Rice	9	2010	2
Jim%20Rice	9	2011	8
Jim%20Rice	10	2006	4
Jim%20Rice	10	2007	1
Jim%20Rice	10	2008	3
Jim%20Rice	10	2009	0
Jim%20Rice	10	2010	2
Jim%20Rice	10	2011	1
Jim%20Rice	11	2006	3
Jim%20Rice	11	2007	4
Jim%20Rice	11	2008	9
Jim%20Rice	11	2009	1
Jim%20Rice	11	2010	0
Jim%20Rice	11	2011	0
Jim%20Rice	12	2006	29
Jim%20Rice	12	2007	4
Jim%20Rice	12	2008	10
Jim%20Rice	12	2009	1
Jim%20Rice	12	2010	2
Jim%20Rice	12	2011	2
Bobby%20Richardson	1	2006	2
Bobby%20Richardson	1	2007	1
Bobby%20Richardson	1	2008	4
Bobby%20Richardson	1	2009	5
Bobby%20Richardson	1	2010	0
Bobby%20Richardson	1	2011	0
Bobby%20Richardson	2	2006	2
Bobby%20Richardson	2	2007	2
Bobby%20Richardson	2	2008	1
Bobby%20Richardson	2	2009	0
Bobby%20Richardson	2	2010	0
Bobby%20Richardson	2	2011	2
Bobby%20Richardson	3	2006	2
Bobby%20Richardson	3	2007	5
Bobby%20Richardson	3	2008	0
Bobby%20Richardson	3	2009	1
Bobby%20Richardson	3	2010	1
Bobby%20Richardson	3	2011	2
Bobby%20Richardson	4	2006	0
Bobby%20Richardson	4	2007	1
Bobby%20Richardson	4	2008	4
Bobby%20Richardson	4	2009	0
Bobby%20Richardson	4	2010	2
Bobby%20Richardson	4	2011	0
Bobby%20Richardson	5	2006	1
Bobby%20Richardson	5	2007	4
Bobby%20Richardson	5	2008	1
Bobby%20Richardson	5	2009	3
Bobby%20Richardson	5	2010	0
Bobby%20Richardson	5	2011	3
Bobby%20Richardson	6	2006	0
Bobby%20Richardson	6	2007	2
Bobby%20Richardson	6	2008	2
Bobby%20Richardson	6	2009	0
Bobby%20Richardson	6	2010	1
Bobby%20Richardson	6	2011	1
Bobby%20Richardson	7	2006	4
Bobby%20Richardson	7	2007	9
Bobby%20Richardson	7	2008	2
Bobby%20Richardson	7	2009	3
Bobby%20Richardson	7	2010	2
Bobby%20Richardson	7	2011	1
Bobby%20Richardson	8	2006	0
Bobby%20Richardson	8	2007	3
Bobby%20Richardson	8	2008	10
Bobby%20Richardson	8	2009	0
Bobby%20Richardson	8	2010	0
Bobby%20Richardson	8	2011	6
Bobby%20Richardson	9	2006	3
Bobby%20Richardson	9	2007	3
Bobby%20Richardson	9	2008	0
Bobby%20Richardson	9	2009	2
Bobby%20Richardson	9	2010	1
Bobby%20Richardson	9	2011	3
Bobby%20Richardson	10	2006	23
Bobby%20Richardson	10	2007	6
Bobby%20Richardson	10	2008	2
Bobby%20Richardson	10	2009	1
Bobby%20Richardson	10	2010	4
Bobby%20Richardson	10	2011	1
Bobby%20Richardson	11	2006	4
Bobby%20Richardson	11	2007	3
Bobby%20Richardson	11	2008	1
Bobby%20Richardson	11	2009	6
Bobby%20Richardson	11	2010	5
Bobby%20Richardson	11	2011	0
Bobby%20Richardson	12	2006	9
Bobby%20Richardson	12	2007	0
Bobby%20Richardson	12	2008	0
Bobby%20Richardson	12	2009	3
Bobby%20Richardson	12	2010	0
Bobby%20Richardson	12	2011	2
J.R.%20Richard	1	2006	0
J.R.%20Richard	1	2007	0
J.R.%20Richard	1	2008	0
J.R.%20Richard	1	2009	0
J.R.%20Richard	1	2010	0
J.R.%20Richard	1	2011	0
J.R.%20Richard	2	2006	0
J.R.%20Richard	2	2007	0
J.R.%20Richard	2	2008	0
J.R.%20Richard	2	2009	0
J.R.%20Richard	2	2010	0
J.R.%20Richard	2	2011	0
J.R.%20Richard	3	2006	0
J.R.%20Richard	3	2007	0
J.R.%20Richard	3	2008	0
J.R.%20Richard	3	2009	0
J.R.%20Richard	3	2010	0
J.R.%20Richard	3	2011	0
J.R.%20Richard	4	2006	0
J.R.%20Richard	4	2007	0
J.R.%20Richard	4	2008	0
J.R.%20Richard	4	2009	0
J.R.%20Richard	4	2010	0
J.R.%20Richard	4	2011	0
J.R.%20Richard	5	2006	0
J.R.%20Richard	5	2007	1
J.R.%20Richard	5	2008	0
J.R.%20Richard	5	2009	0
J.R.%20Richard	5	2010	0
J.R.%20Richard	5	2011	0
J.R.%20Richard	6	2006	0
J.R.%20Richard	6	2007	0
J.R.%20Richard	6	2008	0
J.R.%20Richard	6	2009	0
J.R.%20Richard	6	2010	0
J.R.%20Richard	6	2011	0
J.R.%20Richard	7	2006	0
J.R.%20Richard	7	2007	0
J.R.%20Richard	7	2008	0
J.R.%20Richard	7	2009	0
J.R.%20Richard	7	2010	0
J.R.%20Richard	7	2011	0
J.R.%20Richard	8	2006	0
J.R.%20Richard	8	2007	0
J.R.%20Richard	8	2008	0
J.R.%20Richard	8	2009	0
J.R.%20Richard	8	2010	0
J.R.%20Richard	8	2011	0
J.R.%20Richard	9	2006	0
J.R.%20Richard	9	2007	0
J.R.%20Richard	9	2008	0
J.R.%20Richard	9	2009	0
J.R.%20Richard	9	2010	0
J.R.%20Richard	9	2011	0
J.R.%20Richard	10	2006	0
J.R.%20Richard	10	2007	0
J.R.%20Richard	10	2008	0
J.R.%20Richard	10	2009	0
J.R.%20Richard	10	2010	0
J.R.%20Richard	10	2011	0
J.R.%20Richard	11	2006	0
J.R.%20Richard	11	2007	0
J.R.%20Richard	11	2008	0
J.R.%20Richard	11	2009	0
J.R.%20Richard	11	2010	0
J.R.%20Richard	11	2011	0
J.R.%20Richard	12	2006	0
J.R.%20Richard	12	2007	0
J.R.%20Richard	12	2008	0
J.R.%20Richard	12	2009	0
J.R.%20Richard	12	2010	0
J.R.%20Richard	12	2011	0
Pete%20Richert	1	2006	0
Pete%20Richert	1	2007	0
Pete%20Richert	1	2008	0
Pete%20Richert	1	2009	0
Pete%20Richert	1	2010	0
Pete%20Richert	1	2011	0
Pete%20Richert	2	2006	0
Pete%20Richert	2	2007	1
Pete%20Richert	2	2008	0
Pete%20Richert	2	2009	1
Pete%20Richert	2	2010	0
Pete%20Richert	2	2011	0
Pete%20Richert	3	2006	0
Pete%20Richert	3	2007	5
Pete%20Richert	3	2008	0
Pete%20Richert	3	2009	0
Pete%20Richert	3	2010	2
Pete%20Richert	3	2011	0
Pete%20Richert	4	2006	0
Pete%20Richert	4	2007	2
